star_name,event_id,frequency,time,amplitude,uncertainty,snr,intensity,pol_amplitude,3_sigma_limit,max_pol_fraction
J194951-3635.4,26, f040,1621830755.0,225.9,74.4,3.036290322580645,225.9,98.68,196.41,0.8694
J194951-3635.4,26, f150,1621941645.0,248.7,61.3,4.057096247960848,248.7,53.15,81.77,0.3288
J194951-3635.4,26, f090,1621941667.0,324.9,31.2,10.413461538461538,324.9,38.89,73.97,0.2277
J194951-3635.4,26, f150,1621941684.0,252.1,39.7,6.3501259445843825,252.1,53.15,81.77,0.3244
J194951-3635.4,26, f090,1623122782.0,280.0,30.3,9.24092409240924,280.0,10.74,102.42,0.3658
J194951-3635.4,26, f040,1623123113.0,295.5,88.2,3.3503401360544216,295.5,115.15,289.53,0.9798
J200759+1609.9,8, f090,1536709185.0,355.0,21.7,16.359447004608295,355.0,20.41,36.89,0.1039
J200759+1609.9,8, f150,1536709190.0,273.6,28.5,9.600000000000001,273.6,11.4,45.49,0.1663
J200759+1609.9,8, f220,1536709202.0,207.9,63.4,3.279179810725552,207.9,13.84,159.96,0.7694
J200759+1609.9,8, f090,1536709857.0,416.3,20.7,20.11111111111111,416.3,20.41,36.89,0.0886
J200759+1609.9,8, f150,1536709866.0,353.5,25.7,13.754863813229573,353.5,11.4,45.49,0.1287
J200759+1609.9,8, f090,1536796662.0,191.2,22.7,8.422907488986784,191.2,20.41,36.89,0.1929
J200759+1609.9,8, f090,1536797524.0,149.2,27.8,5.366906474820143,149.2,20.41,36.89,0.2472
J200759+1609.9,8, f150,1536894720.0,108.7,32.0,3.396875,108.7,28.52,45.65,0.4199
J200759+1609.9,8, f090,1536894720.0,119.1,25.2,4.726190476190476,119.1,19.9,37.74,0.3169
J200759+1609.9,8, f090,1536979306.0,155.5,32.9,4.726443768996961,155.5,19.9,37.74,0.2427
J200759+1609.9,8, f090,1537055155.0,92.5,23.0,4.021739130434782,92.5,19.9,37.74,0.408
J200759+1609.9,8, f150,1537055968.0,95.8,27.9,3.4336917562724016,95.8,28.52,45.65,0.4765
J200759+1609.9,8, f090,1537055969.0,84.7,20.3,4.172413793103448,84.7,19.9,37.74,0.4456
J200759+1609.9,8, f150,1537839500.0,146.4,44.2,3.3122171945701355,146.4,17.68,50.13,0.3424
J203622+1215.6,3, f150,1507429393.0,177.0,30.7,5.765472312703583,177.0,55.36,76.49,0.4322
J203622+1215.6,3, f090,1507429400.0,213.4,23.2,9.198275862068966,213.4,17.52,68.24,0.3198
J203622+1215.6,3, f090,1507429756.0,144.0,26.9,5.353159851301116,144.0,17.52,68.24,0.4739
J203622+1215.6,3, f150,1507429761.0,133.7,33.4,4.002994011976048,133.7,55.36,76.49,0.5721
J204746-3635.7,25, f220,1603937603.0,222.0,72.1,3.079056865464633,222.0,272.12,241.06,1.0859
J204746-3635.7,25, f030,1604172715.0,491.2,152.0,3.231578947368421,491.2,65.01,317.36,0.6461
J204746-3635.7,25, f150,1605290307.0,414.1,69.4,5.96685878962536,414.1,98.61,160.86,0.3885
J204746-3635.7,25, f150,1605290334.0,437.8,54.7,8.003656307129798,437.8,98.61,160.86,0.3674
J204746-3635.7,25, f030,1606005177.0,462.9,154.2,3.001945525291829,462.9,321.23,393.27,0.8496
J224500-3315.4,4, f220,1507501072.0,231.3,52.6,4.397338403041825,231.3,35.43,89.91,0.3887
J224500-3315.4,4, f090,1507501072.0,243.4,15.6,15.602564102564104,243.4,10.7,18.35,0.0754
J224500-3315.4,4, f150,1507501072.0,170.2,20.4,8.343137254901961,170.2,9.13,21.99,0.1292
J224500-3315.4,4, f150,1507501080.0,176.1,27.1,6.498154981549815,176.1,9.13,21.99,0.1249
J224500-3315.4,4, f150,1507501357.0,225.3,21.9,10.287671232876713,225.3,9.13,21.99,0.0976
J224500-3315.4,4, f090,1507501359.0,239.4,15.2,15.750000000000002,239.4,10.7,18.35,0.0766
J224500-3315.4,4, f150,1507502512.0,151.1,25.3,5.972332015810276,151.1,30.81,50.28,0.3328
J224500-3315.4,4, f150,1507502869.0,94.5,20.0,4.725,94.5,30.81,50.28,0.5321
J225302+1650.2,5, f090,1507162863.0,79.3,21.2,3.740566037735849,79.3,24.28,39.35,0.4962
J225302+1650.2,5, f150,1507251240.0,74.7,24.8,3.0120967741935485,74.7,42.42,50.01,0.6695
J225302+1650.2,5, f090,1509319770.0,60.8,19.2,3.1666666666666665,60.8,14.4,52.99,0.8716
J225302+1650.2,5, f090,1510706545.0,235.5,19.7,11.954314720812183,235.5,4.16,52.45,0.2227
J225302+1650.2,5, f150,1510706554.0,129.3,36.0,3.591666666666667,129.3,50.22,83.32,0.6444
J225302+1650.2,5, f090,1510707395.0,210.8,21.6,9.75925925925926,210.8,4.16,52.45,0.2488
J225302+1650.2,5, f090,1556362547.0,74.7,23.2,3.219827586206897,74.7,64.51,91.95,1.2309
J225302+1650.2,5, f150,1559809102.0,163.5,28.8,5.677083333333333,163.5,27.29,47.28,0.2892
J225302+1650.2,5, f090,1559809110.0,251.5,22.6,11.128318584070795,251.5,19.74,40.91,0.1626
J225302+1650.2,5, f150,1559809140.0,214.1,41.3,5.184019370460049,214.1,27.29,47.28,0.2208
J225302+1650.2,5, f150,1559809628.0,132.4,25.8,5.131782945736434,132.4,27.29,47.28,0.3571
J225302+1650.2,5, f090,1559809637.0,169.6,21.2,8.0,169.6,19.74,40.91,0.2412
J225302+1650.2,5, f090,1560156548.0,70.9,20.9,3.392344497607656,70.9,22.41,41.06,0.5791
J225302+1650.2,5, f090,1560843091.0,72.4,23.6,3.067796610169492,72.4,46.44,60.65,0.8377
J225302+1650.2,5, f090,1560843620.0,75.3,21.2,3.55188679245283,75.3,46.44,60.65,0.8054
J225302+1650.2,5, f090,1561105976.0,79.1,20.7,3.8212560386473426,79.1,9.17,47.36,0.5987
J225302+1650.2,5, f090,1561190578.0,59.1,19.1,3.094240837696335,59.1,34.53,43.93,0.7433
J225302+1650.2,5, f090,1562139796.0,74.7,23.2,3.219827586206897,74.7,104.51,78.47,1.0505
J225302+1650.2,5, f090,1563258502.0,59.1,18.8,3.1436170212765955,59.1,23.55,41.43,0.7011
